Country,Segment,Date,Snapshot Date,Metric,Value
Portugal,Corporates,2016-03,31/03/2016,LGD,0.397610117
Portugal,Corporates - Of Which: Specialised Lending,2016-03,31/03/2016,LGD,0.373610514
Portugal,Corporates - Of Which: SME,2016-03,31/03/2016,LGD,0.427867945
Portugal,Retail,2016-03,31/03/2016,LGD,0.216650614
Portugal,Retail - Secured on real estate property,2016-03,31/03/2016,LGD,0.192776617
Portugal,Retail - Qualifying Revolving,2016-03,31/03/2016,LGD,0.450432201
Portugal,Retail - Other Retail,2016-03,31/03/2016,LGD,0.315351674
Romania,Corporates,2016-03,31/03/2016,LGD,0.402604743
Romania,Corporates - Of Which: Specialised Lending,2016-03,31/03/2016,LGD,0.260443318
Romania,Corporates - Of Which: SME,2016-03,31/03/2016,LGD,0.404055977
Romania,Retail,2016-03,31/03/2016,LGD,0.468486907
Romania,Retail - Secured on real estate property,2016-03,31/03/2016,LGD,0.305250123
Romania,Retail - Qualifying Revolving,2016-03,31/03/2016,LGD,0.510971599
Romania,Retail - Other Retail,2016-03,31/03/2016,LGD,0.635904526
Slovakia,Corporates,2016-03,31/03/2016,LGD,0.424994012
Slovakia,Corporates - Of Which: Specialised Lending,2016-03,31/03/2016,LGD,0.222269916
Slovakia,Corporates - Of Which: SME,2016-03,31/03/2016,LGD,0.433983526
Slovakia,Retail,2016-03,31/03/2016,LGD,0.274649002
Slovakia,Retail - Secured on real estate property,2016-03,31/03/2016,LGD,0.216720375
Slovakia,Retail - Qualifying Revolving,2016-03,31/03/2016,LGD,0.764027949
Slovakia,Retail - Other Retail,2016-03,31/03/2016,LGD,0.514875813
Slovenia,Corporates,2016-03,31/03/2016,LGD,0.364471679
Slovenia,Corporates - Of Which: Specialised Lending,2016-03,31/03/2016,LGD,
Slovenia,Corporates - Of Which: SME,2016-03,31/03/2016,LGD,0.42192594
Slovenia,Retail,2016-03,31/03/2016,LGD,0.379462886
Slovenia,Retail - Secured on real estate property,2016-03,31/03/2016,LGD,0.178934509
Slovenia,Retail - Qualifying Revolving,2016-03,31/03/2016,LGD,0.705466094
Slovenia,Retail - Other Retail,2016-03,31/03/2016,LGD,0.443711623
Spain,Corporates,2016-03,31/03/2016,LGD,0.375982369
Spain,Corporates - Of Which: Specialised Lending,2016-03,31/03/2016,LGD,0.236496657
Spain,Corporates - Of Which: SME,2016-03,31/03/2016,LGD,0.392761261
Spain,Retail,2016-03,31/03/2016,LGD,0.231017108
Spain,Retail - Secured on real estate property,2016-03,31/03/2016,LGD,0.161125733
Spain,Retail - Qualifying Revolving,2016-03,31/03/2016,LGD,0.507439777
Spain,Retail - Other Retail,2016-03,31/03/2016,LGD,0.474995884
Sweden,Corporates,2016-03,31/03/2016,LGD,0.260967555
Sweden,Corporates - Of Which: Specialised Lending,2016-03,31/03/2016,LGD,0.274948038
Sweden,Corporates - Of Which: SME,2016-03,31/03/2016,LGD,0.200416266
Sweden,Retail,2016-03,31/03/2016,LGD,0.13463205
Sweden,Retail - Secured on real estate property,2016-03,31/03/2016,LGD,0.113856774
Sweden,Retail - Qualifying Revolving,2016-03,31/03/2016,LGD,0.68714999
Sweden,Retail - Other Retail,2016-03,31/03/2016,LGD,0.323421217
United Kingdom,Corporates,2016-03,31/03/2016,LGD,0.359649399
United Kingdom,Corporates - Of Which: Specialised Lending,2016-03,31/03/2016,LGD,0.339015266
United Kingdom,Corporates - Of Which: SME,2016-03,31/03/2016,LGD,0.293532233
United Kingdom,Retail,2016-03,31/03/2016,LGD,0.219032883
United Kingdom,Retail - Secured on real estate property,2016-03,31/03/2016,LGD,0.107715066
United Kingdom,Retail - Qualifying Revolving,2016-03,31/03/2016,LGD,0.758759145
United Kingdom,Retail - Other Retail,2016-03,31/03/2016,LGD,0.627791854
Australia,Corporates,2016-03,31/03/2016,LGD,0.329563719
Australia,Corporates - Of Which: Specialised Lending,2016-03,31/03/2016,LGD,0.17864111
Australia,Corporates - Of Which: SME,2016-03,31/03/2016,LGD,0.120956249
Australia,Retail,2016-03,31/03/2016,LGD,0.108487091
Australia,Retail - Secured on real estate property,2016-03,31/03/2016,LGD,0.102551421
Australia,Retail - Qualifying Revolving,2016-03,31/03/2016,LGD,0.83512786
Australia,Retail - Other Retail,2016-03,31/03/2016,LGD,0.264574819
Canada,Corporates,2016-03,31/03/2016,LGD,0.347471947
Canada,Corporates - Of Which: Specialised Lending,2016-03,31/03/2016,LGD,0.258757504
Canada,Corporates - Of Which: SME,2016-03,31/03/2016,LGD,0.127658305
Canada,Retail,2016-03,31/03/2016,LGD,0.200707438
Canada,Retail - Secured on real estate property,2016-03,31/03/2016,LGD,0.176986316
Canada,Retail - Qualifying Revolving,2016-03,31/03/2016,LGD,0.649532724
Canada,Retail - Other Retail,2016-03,31/03/2016,LGD,0.294352061
China,Corporates,2016-03,31/03/2016,LGD,0.456151992
China,Corporates - Of Which: Specialised Lending,2016-03,31/03/2016,LGD,0.263788202
China,Corporates - Of Which: SME,2016-03,31/03/2016,LGD,0.312765997
China,Retail,2016-03,31/03/2016,LGD,0.249262792
China,Retail - Secured on real estate property,2016-03,31/03/2016,LGD,0.128965744
China,Retail - Qualifying Revolving,2016-03,31/03/2016,LGD,0.574821787
China,Retail - Other Retail,2016-03,31/03/2016,LGD,0.142031141
Hong Kong,Corporates,2016-03,31/03/2016,LGD,0.353603384
Hong Kong,Corporates - Of Which: Specialised Lending,2016-03,31/03/2016,LGD,0.248684759
Hong Kong,Corporates - Of Which: SME,2016-03,31/03/2016,LGD,0.24533326
Hong Kong,Retail,2016-03,31/03/2016,LGD,0.383940737
Hong Kong,Retail - Secured on real estate property,2016-03,31/03/2016,LGD,0.111528432
Hong Kong,Retail - Qualifying Revolving,2016-03,31/03/2016,LGD,0.919833473
Hong Kong,Retail - Other Retail,2016-03,31/03/2016,LGD,0.399605733
India,Corporates,2016-03,31/03/2016,LGD,0.449664032
India,Corporates - Of Which: Specialised Lending,2016-03,31/03/2016,LGD,0.151727319
India,Corporates - Of Which: SME,2016-03,31/03/2016,LGD,0.40955284
India,Retail,2016-03,31/03/2016,LGD,0.393573564
India,Retail - Secured on real estate property,2016-03,31/03/2016,LGD,0.243987891
India,Retail - Qualifying Revolving,2016-03,31/03/2016,LGD,0.79918276
India,Retail - Other Retail,2016-03,31/03/2016,LGD,0.75287706
"Korea, Republic Of",Corporates,2016-03,31/03/2016,LGD,0.381070255
"Korea, Republic Of",Corporates - Of Which: Specialised Lending,2016-03,31/03/2016,LGD,0.054046283
"Korea, Republic Of",Corporates - Of Which: SME,2016-03,31/03/2016,LGD,0.24274808
"Korea, Republic Of",Retail,2016-03,31/03/2016,LGD,0.328618472
"Korea, Republic Of",Retail - Secured on real estate property,2016-03,31/03/2016,LGD,0.101850811
"Korea, Republic Of",Retail - Qualifying Revolving,2016-03,31/03/2016,LGD,0.749966312
"Korea, Republic Of",Retail - Other Retail,2016-03,31/03/2016,LGD,0.734332474
Russian Federation,Corporates,2016-03,31/03/2016,LGD,0.388665112
Russian Federation,Corporates - Of Which: Specialised Lending,2016-03,31/03/2016,LGD,0.220061214
Russian Federation,Corporates - Of Which: SME,2016-03,31/03/2016,LGD,0.336156851
Russian Federation,Retail,2016-03,31/03/2016,LGD,0.321857589
Russian Federation,Retail - Secured on real estate property,2016-03,31/03/2016,LGD,0.32257759
Russian Federation,Retail - Qualifying Revolving,2016-03,31/03/2016,LGD,0.498209099
Russian Federation,Retail - Other Retail,2016-03,31/03/2016,LGD,0.319924969
Singapore,Corporates,2016-03,31/03/2016,LGD,0.289654517
Singapore,Corporates - Of Which: Specialised Lending,2016-03,31/03/2016,LGD,0.188886429
Singapore,Corporates - Of Which: SME,2016-03,31/03/2016,LGD,0.350496309
Singapore,Retail,2016-03,31/03/2016,LGD,0.236435718
Singapore,Retail - Secured on real estate property,2016-03,31/03/2016,LGD,0.162258696
Singapore,Retail - Qualifying Revolving,2016-03,31/03/2016,LGD,0.788910161
Singapore,Retail - Other Retail,2016-03,31/03/2016,LGD,0.550343687
Switzerland,Corporates,2016-03,31/03/2016,LGD,0.314818932
Switzerland,Corporates - Of Which: Specialised Lending,2016-03,31/03/2016,LGD,0.225580867
Switzerland,Corporates - Of Which: SME,2016-03,31/03/2016,LGD,0.319772377
Switzerland,Retail,2016-03,31/03/2016,LGD,0.276640575
Switzerland,Retail - Secured on real estate property,2016-03,31/03/2016,LGD,0.240053764
Switzerland,Retail - Qualifying Revolving,2016-03,31/03/2016,LGD,0.585303519
Switzerland,Retail - Other Retail,2016-03,31/03/2016,LGD,0.369914222
United States,Corporates,2016-03,31/03/2016,LGD,0.32920947
United States,Corporates - Of Which: Specialised Lending,2016-03,31/03/2016,LGD,0.266088708
United States,Corporates - Of Which: SME,2016-03,31/03/2016,LGD,0.1633261
United States,Retail,2016-03,31/03/2016,LGD,0.605345955
United States,Retail - Secured on real estate property,2016-03,31/03/2016,LGD,0.614738073
United States,Retail - Qualifying Revolving,2016-03,31/03/2016,LGD,0.928389173
United States,Retail - Other Retail,2016-03,31/03/2016,LGD,0.498992819
Austria,Corporates,2015-12,31/12/2015,LGD,0.30882846
Austria,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.070315948
Austria,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.28238127
Austria,Retail,2015-12,31/12/2015,LGD,0.307289638
Austria,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.152627577
Austria,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.907525996
Austria,Retail - Other Retail,2015-12,31/12/2015,LGD,0.461033105
Belgium,Corporates,2015-12,31/12/2015,LGD,0.27893209
Belgium,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.182856607
Belgium,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.236866069
Belgium,Retail,2015-12,31/12/2015,LGD,0.163212853
Belgium,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.123707456
Belgium,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.448095013
Belgium,Retail - Other Retail,2015-12,31/12/2015,LGD,0.286318336
Bulgaria,Corporates,2015-12,31/12/2015,LGD,0.402045651
Bulgaria,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.320706099
Bulgaria,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.411645881
Bulgaria,Retail,2015-12,31/12/2015,LGD,0.51636992
Bulgaria,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.43212279
Bulgaria,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.647781172
Bulgaria,Retail - Other Retail,2015-12,31/12/2015,LGD,0.593635202
Croatia,Corporates,2015-12,31/12/2015,LGD,0.366066503
Croatia,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.290936951
Croatia,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.39059051
Croatia,Retail,2015-12,31/12/2015,LGD,0.365646285
Croatia,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.338447345
Croatia,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.634710973
Croatia,Retail - Other Retail,2015-12,31/12/2015,LGD,0.386618415
Cyprus,Corporates,2015-12,31/12/2015,LGD,0.291062411
Cyprus,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.278499634
Cyprus,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.572559752
Cyprus,Retail,2015-12,31/12/2015,LGD,0.174835986
Cyprus,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.158728191
Cyprus,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.638122388
Cyprus,Retail - Other Retail,2015-12,31/12/2015,LGD,0.104812677
Czech,Corporates,2015-12,31/12/2015,LGD,0.359356359
Czech,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.335031088
Czech,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.356234508
Czech,Retail,2015-12,31/12/2015,LGD,0.305241853
Czech,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.225308169
Czech,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.456490316
Czech,Retail - Other Retail,2015-12,31/12/2015,LGD,0.471013445
Denmark,Corporates,2015-12,31/12/2015,LGD,0.234506731
Denmark,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.179196721
Denmark,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.205527521
Denmark,Retail,2015-12,31/12/2015,LGD,0.149051493
Denmark,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.120203253
Denmark,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.644945458
Denmark,Retail - Other Retail,2015-12,31/12/2015,LGD,0.380071548
Estonia,Corporates,2015-12,31/12/2015,LGD,0.41179065
Estonia,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.375288736
Estonia,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.394665408
Estonia,Retail,2015-12,31/12/2015,LGD,0.179833097
Estonia,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.131281698
Estonia,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.464220083
Estonia,Retail - Other Retail,2015-12,31/12/2015,LGD,0.438265915
Finland,Corporates,2015-12,31/12/2015,LGD,0.35834224
Finland,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.322924841
Finland,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.321316008
Finland,Retail,2015-12,31/12/2015,LGD,0.155898845
Finland,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.121893225
Finland,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.663906753
Finland,Retail - Other Retail,2015-12,31/12/2015,LGD,0.274994206
France,Corporates,2015-12,31/12/2015,LGD,0.331135625
France,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.211684322
France,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.362027109
France,Retail,2015-12,31/12/2015,LGD,0.184973991
France,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.138703557
France,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.4692177
France,Retail - Other Retail,2015-12,31/12/2015,LGD,0.227639502
Germany,Corporates,2015-12,31/12/2015,LGD,0.362977858
Germany,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.355050583
Germany,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.306587555
Germany,Retail,2015-12,31/12/2015,LGD,0.245758288
Germany,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.166466749
Germany,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.562372747
Germany,Retail - Other Retail,2015-12,31/12/2015,LGD,0.398813704
Greece,Corporates,2015-12,31/12/2015,LGD,0.380291475
Greece,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.287579257
Greece,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.403487508
Greece,Retail,2015-12,31/12/2015,LGD,0.303852023
Greece,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.231687162
Greece,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.75262297
Greece,Retail - Other Retail,2015-12,31/12/2015,LGD,0.457285874
Hungary,Corporates,2015-12,31/12/2015,LGD,0.38563919
Hungary,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.241381693
Hungary,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.414617853
Hungary,Retail,2015-12,31/12/2015,LGD,0.338532378
Hungary,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.293288877
Hungary,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.524342002
Hungary,Retail - Other Retail,2015-12,31/12/2015,LGD,0.459773519
Ireland,Corporates,2015-12,31/12/2015,LGD,0.390835202
Ireland,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.26797079
Ireland,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.448096926
Ireland,Retail,2015-12,31/12/2015,LGD,0.264779091
Ireland,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.243325012
Ireland,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.528959565
Ireland,Retail - Other Retail,2015-12,31/12/2015,LGD,0.6134565
Italy,Corporates,2015-12,31/12/2015,LGD,0.38158926
Italy,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.257863605
Italy,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.390847168
Italy,Retail,2015-12,31/12/2015,LGD,0.286366986
Italy,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.184524866
Italy,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.633386374
Italy,Retail - Other Retail,2015-12,31/12/2015,LGD,0.480718405
Latvia,Corporates,2015-12,31/12/2015,LGD,0.419118607
Latvia,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.268804973
Latvia,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.402162309
Latvia,Retail,2015-12,31/12/2015,LGD,0.252498475
Latvia,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.192995474
Latvia,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.624696617
Latvia,Retail - Other Retail,2015-12,31/12/2015,LGD,0.447530337
Lithuania,Corporates,2015-12,31/12/2015,LGD,0.421343149
Lithuania,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.38554423
Lithuania,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.425205373
Lithuania,Retail,2015-12,31/12/2015,LGD,0.202628558
Lithuania,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.174043303
Lithuania,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.653861891
Lithuania,Retail - Other Retail,2015-12,31/12/2015,LGD,0.400192436
Luxembourg,Corporates,2015-12,31/12/2015,LGD,0.322091138
Luxembourg,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.318079723
Luxembourg,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.32381909
Luxembourg,Retail,2015-12,31/12/2015,LGD,0.169226147
Luxembourg,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.127238203
Luxembourg,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.514472259
Luxembourg,Retail - Other Retail,2015-12,31/12/2015,LGD,0.295486797
Malta,Corporates,2015-12,31/12/2015,LGD,0.255631966
Malta,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.206844447
Malta,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.814264371
Malta,Retail,2015-12,31/12/2015,LGD,0.426979453
Malta,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.266803417
Malta,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.646521385
Malta,Retail - Other Retail,2015-12,31/12/2015,LGD,0.480248405
Netherlands,Corporates,2015-12,31/12/2015,LGD,0.314543839
Netherlands,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.249466459
Netherlands,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.219978622
Netherlands,Retail,2015-12,31/12/2015,LGD,0.191053518
Netherlands,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.171966726
Netherlands,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.611585926
Netherlands,Retail - Other Retail,2015-12,31/12/2015,LGD,0.452052828
Norway,Corporates,2015-12,31/12/2015,LGD,0.287895505
Norway,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.216915105
Norway,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.26752497
Norway,Retail,2015-12,31/12/2015,LGD,0.22234014
Norway,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.200509949
Norway,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.616632736
Norway,Retail - Other Retail,2015-12,31/12/2015,LGD,0.326200027
Poland,Corporates,2015-12,31/12/2015,LGD,0.333066761
Poland,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.30874059
Poland,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.339728704
Poland,Retail,2015-12,31/12/2015,LGD,0.349801808
Poland,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.307806645
Poland,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.787561447
Poland,Retail - Other Retail,2015-12,31/12/2015,LGD,0.470064315
Portugal,Corporates,2015-12,31/12/2015,LGD,0.395187729
Portugal,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.376289456
Portugal,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.435607255
Portugal,Retail,2015-12,31/12/2015,LGD,0.221678659
Portugal,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.193665925
Portugal,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.534320648
Portugal,Retail - Other Retail,2015-12,31/12/2015,LGD,0.333636919
Romania,Corporates,2015-12,31/12/2015,LGD,0.402894177
Romania,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.263722171
Romania,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.404881924
Romania,Retail,2015-12,31/12/2015,LGD,0.46965467
Romania,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.306158728
Romania,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.510860877
Romania,Retail - Other Retail,2015-12,31/12/2015,LGD,0.634360101
Slovakia,Corporates,2015-12,31/12/2015,LGD,0.416665517
Slovakia,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.237857681
Slovakia,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.427540963
Slovakia,Retail,2015-12,31/12/2015,LGD,0.275523471
Slovakia,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.220448841
Slovakia,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.763613456
Slovakia,Retail - Other Retail,2015-12,31/12/2015,LGD,0.516198197
Slovenia,Corporates,2015-12,31/12/2015,LGD,0.36448038
Slovenia,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.067091588
Slovenia,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.419299204
Slovenia,Retail,2015-12,31/12/2015,LGD,0.36956484
Slovenia,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.184114394
Slovenia,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.695938674
Slovenia,Retail - Other Retail,2015-12,31/12/2015,LGD,0.432476187
Spain,Corporates,2015-12,31/12/2015,LGD,0.378004681
Spain,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.248812949
Spain,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.394826987
Spain,Retail,2015-12,31/12/2015,LGD,0.229156479
Spain,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.162533451
Spain,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.505010122
Spain,Retail - Other Retail,2015-12,31/12/2015,LGD,0.465935714
Sweden,Corporates,2015-12,31/12/2015,LGD,0.280564651
Sweden,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.283306257
Sweden,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.209476609
Sweden,Retail,2015-12,31/12/2015,LGD,0.136990868
Sweden,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.114338423
Sweden,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.57687193
Sweden,Retail - Other Retail,2015-12,31/12/2015,LGD,0.325348184
United Kingdom,Corporates,2015-12,31/12/2015,LGD,0.350957712
United Kingdom,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.333610431
United Kingdom,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.296825919
United Kingdom,Retail,2015-12,31/12/2015,LGD,0.218395734
United Kingdom,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.107862656
United Kingdom,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.75738263
United Kingdom,Retail - Other Retail,2015-12,31/12/2015,LGD,0.626486156
Australia,Corporates,2015-12,31/12/2015,LGD,0.320711022
Australia,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.182047286
Australia,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.118639383
Australia,Retail,2015-12,31/12/2015,LGD,0.110584396
Australia,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.104480138
Australia,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.829999487
Australia,Retail - Other Retail,2015-12,31/12/2015,LGD,0.264318091
Canada,Corporates,2015-12,31/12/2015,LGD,0.351019462
Canada,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.263155438
Canada,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.130281205
Canada,Retail,2015-12,31/12/2015,LGD,0.203060958
Canada,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.178051244
Canada,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.649776798
Canada,Retail - Other Retail,2015-12,31/12/2015,LGD,0.29895754
China,Corporates,2015-12,31/12/2015,LGD,0.454219776
China,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.231460237
China,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.286593238
China,Retail,2015-12,31/12/2015,LGD,0.252150817
China,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.128837001
China,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.552363111
China,Retail - Other Retail,2015-12,31/12/2015,LGD,0.13491211
Hong Kong,Corporates,2015-12,31/12/2015,LGD,0.353695609
Hong Kong,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.224763634
Hong Kong,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.278866235
Hong Kong,Retail,2015-12,31/12/2015,LGD,0.377585059
Hong Kong,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.105268655
Hong Kong,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.919819417
Hong Kong,Retail - Other Retail,2015-12,31/12/2015,LGD,0.387753089
India,Corporates,2015-12,31/12/2015,LGD,0.456262844
India,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.187030536
India,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.311071738
India,Retail,2015-12,31/12/2015,LGD,0.394302876
India,Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.243090431
India,Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.799489451
India,Retail - Other Retail,2015-12,31/12/2015,LGD,0.755723264
"Korea, Republic Of",Corporates,2015-12,31/12/2015,LGD,0.391365348
"Korea, Republic Of",Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.057632165
"Korea, Republic Of",Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.240577865
"Korea, Republic Of",Retail,2015-12,31/12/2015,LGD,0.334124644
"Korea, Republic Of",Retail - Secured on real estate property,2015-12,31/12/2015,LGD,0.102293496
"Korea, Republic Of",Retail - Qualifying Revolving,2015-12,31/12/2015,LGD,0.749874969
"Korea, Republic Of",Retail - Other Retail,2015-12,31/12/2015,LGD,0.736133852
Russian Federation,Corporates,2015-12,31/12/2015,LGD,0.391022542
Russian Federation,Corporates - Of Which: Specialised Lending,2015-12,31/12/2015,LGD,0.225923982
Russian Federation,Corporates - Of Which: SME,2015-12,31/12/2015,LGD,0.335998167
